id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
8228206,NEW! Large 2 BR Flat in the Mission,1926575,Gina,?,Mission,37.75659849,-122.414179,Entire home/apt,350,2,29,6/13/2016,3,1,13
3835460,Spacious 2 BR/2 BA nr. Valencia St.,14419919,David & Barbara,?,Mission,37.7543261,-122.4224415,Private room,200,3,6,10/12/2015,0.28,2,42
4582635,Co-creative House (triple room),6065783,Victor,?,Mission,37.7567812,-122.4160105,Shared room,45,30,5,4/20/2015,0.26,29,340
8719752,Beautiful Victorian Mission room,10134442,Ohnmar,?,Mission,37.75743933,-122.4147038,Private room,100,1,0,,,1,0
8703369,2 King bed 2 bath Condo off Market,12031896,Doug,?,Mission,37.76934355,-122.4228242,Entire home/apt,249,2,9,5/30/2016,1.17,1,23
298368,Perfect Modern 1BD  Mission SF Apt,337160,Pia,?,Mission,37.76258853,-122.4174764,Entire home/apt,170,2,35,5/24/2016,0.66,1,365
7350876,Spacious room in Dolores Park flat,12995524,Sara,?,Mission,37.76108383,-122.425571,Private room,149,3,6,5/16/2016,0.55,2,1
8017820,Great room in a single family home,42338375,Julio,?,Mission,37.75417568,-122.4117034,Private room,75,1,0,,,1,0
10972053,Bright Beautiful 2BR Condo w/ Views,1561833,Ziyan,?,Mission,37.75870508,-122.4092541,Entire home/apt,800,1,1,2/2/2016,0.2,1,0
4885932,Garden View Master Bedroom,25136754,Suzanne,?,Mission,37.75246617,-122.4228826,Private room,175,1,86,6/21/2016,4.8,3,24
12856903,Large room in Valencia/Mission,11418468,Craig,?,Mission,37.75936957,-122.4207222,Private room,100,1,3,6/8/2016,2.05,1,0
10882515,Designer Flat near Dolores Park,1648899,Jordan,?,Mission,37.75923215,-122.423039,Entire home/apt,230,25,0,,,1,14
1216322,Sunny Garden Apartment ,6394325,Eric & Amanda,?,Mission,37.75432765,-122.4101774,Entire home/apt,190,21,0,,,1,23
905399,"Latin Vctorian Styl n the ""Mish"" #1",4843181,Nancy,?,Mission,37.74874493,-122.4182491,Private room,85,2,73,6/25/2016,1.78,3,7
4525604,Cozy double in Mission Victorian,1937186,Omar,?,Mission,37.75056813,-122.4104266,Private room,130,2,35,5/11/2016,1.76,2,139
13577482,Spacious light-filled Victorian home in Mission,3110402,Piper,?,Mission,37.75230927,-122.4210293,Private room,115,1,0,,,1,21
3711055,Sunny & Beautiful BR in the Mission,6446206,Arielle,?,Mission,37.76685105,-122.4189955,Private room,118,5,2,7/6/2015,0.16,1,346
11947606,Comfy Valenica Street bedroom,5527212,Tim,?,Mission,37.75993508,-122.4205575,Private room,85,1,0,,,1,0
1101403,"2b/2b modern condo, super location",2335495,Hao,?,Mission,37.7681406,-122.4253676,Entire home/apt,300,2,19,11/11/2015,0.54,2,179
200281,Quiet aptmt amazing Mission locatn,979011,Apoorve,?,Mission,37.76268369,-122.4194342,Entire home/apt,120,3,33,6/14/2016,0.56,1,16
3028924,Private room & private bath in the Mission,431215,Rahul,?,Mission,37.7637016,-122.4100389,Private room,129,2,2,6/29/2016,2,1,171
3079665,"Modern, Spacious, Prime Location â˜ƒ",2238981,Lenza,?,Mission,37.76058002,-122.4254066,Private room,190,1,24,5/21/2016,0.94,2,180
10473103,SF Mission House avail. superbowl,33042850,Sasha,?,Mission,37.75002252,-122.414301,Entire home/apt,690,1,0,,,1,0
2198399,Roomy 1BR in Mission Victorian,10135,Jason,?,Mission,37.76514597,-122.4160758,Private room,99,1,134,6/26/2016,4.62,6,290
6246035,Spacious Flat in Mission Victorian,25136754,Suzanne,?,Mission,37.75119118,-122.4214891,Entire home/apt,195,1,51,6/26/2016,3.74,3,24
544447,Potrero Hill Home - Sweet Back Yard,2677490,Garrett,?,Mission,37.75742182,-122.4037552,Entire home/apt,230,5,4,6/7/2015,0.08,2,183
2613882,Mission 1 BR + Office with Parking,13385124,David,?,Mission,37.75284831,-122.4215144,Entire home/apt,139,2,0,,,1,182
4558566,Charming Mission Victorian 3bd/2ba,1937186,Omar,?,Mission,37.74932935,-122.4107925,Entire home/apt,300,3,17,6/21/2016,0.92,2,166
7048973,Boutique Condo in the Mission,3990472,Dana,?,Mission,37.76099687,-122.4131237,Entire home/apt,340,2,3,1/5/2016,0.28,1,320
13705,Live/Work Mission Startup Incubator,53710,Jeremy,?,Mission,37.76616568,-122.4140748,Private room,75,5,130,3/8/2016,1.62,2,0
5019863,Unique top floor apt in Dolores,2764634,Lauren,?,Mission,37.75865034,-122.4252964,Entire home/apt,225,2,10,5/30/2016,0.56,1,27
4526309,Mission Studio,8693398,Raymond,?,Mission,37.7506161,-122.4179241,Entire home/apt,150,3,0,,,1,0
3176509,Bright & Modern in Mission-Dolores,7341265,Steve And Rebecca,?,Mission,37.76162867,-122.4215534,Private room,85,1,53,6/18/2016,2.13,4,0
3494504,Charming 4 bedroom 2 bath apt.,4107779,Charles,?,Mission,37.75119959,-122.4101354,Entire home/apt,350,3,0,,,1,0
11752686,Quiet Artistâ€™s Apt in the Mission,719360,Rondo,?,Mission,37.75727662,-122.4209736,Entire home/apt,153,5,6,6/16/2016,1.65,1,127
1487398,"Potrero Hill studio with deck, view",4804018,Annabrooke,?,Mission,37.76047753,-122.4063015,Entire home/apt,165,1,71,4/29/2016,2.03,1,16
4494959,Sunny Victorian Near BART,239805,Vitaliy,?,Mission,37.75530262,-122.4203073,Private room,76,3,2,5/7/2015,0.12,1,300
8066789,4Br/2Ba Apt in Heart of Mission,1291401,Nikhil,?,Mission,37.76264405,-122.4208167,Entire home/apt,550,2,1,9/11/2015,0.1,1,0
6854601,"Cozy, Inviting Mission Apartment",35921453,Jon,?,Mission,37.75295942,-122.4065783,Entire home/apt,130,1,43,6/21/2016,3.59,1,219
1370123,Whole Modern Studio in the Mission!,297950,Katie,?,Mission,37.76043043,-122.4254424,Entire home/apt,160,2,173,6/24/2016,4.79,2,339
3482655,Beautiful 1bd w/ View of Skyline Near Dolores Park,14932001,Eli,?,Mission,37.7580422,-122.4246246,Entire home/apt,175,3,26,6/26/2016,1.1,1,306
13031597,36 Camp Street House,6048908,Gerardo,?,Mission,37.76456269,-122.4244287,Entire home/apt,500,3,1,6/2/2016,1,3,5
10393304,Private + Spacious 3BD/3BA+Rooftop,2172458,Thomas,?,Mission,37.75271814,-122.4048036,Entire home/apt,450,1,0,,,2,0
10000073,Private Modern Mission Getaway,19132222,Steve,?,Mission,37.76470293,-122.4221973,Entire home/apt,149,1,35,6/16/2016,5.47,1,18
8869579,Convenient Central Location,2375192,Tania,?,Mission,37.77087775,-122.4234898,Private room,100,1,2,10/29/2015,0.23,1,0
726657,Mission Flat w/Deck&Garden,3761768,Christian,?,Mission,37.76284331,-122.4244322,Entire home/apt,279,4,6,9/6/2015,0.14,2,243
9918068,Spacious Mission Victorian,4462809,Rebecca,?,Mission,37.76025311,-122.4071318,Private room,398,2,32,5/20/2016,4.73,2,182
6559335,Design apartment in the sunny Mission,1835212,Thomas,?,Mission,37.75179546,-122.4083522,Entire home/apt,250,2,0,,,1,19
13653599,Spacious and bright 1 bdrm sleeps 4!,79059603,Kelly,?,Mission,37.75258192,-122.423069,Entire home/apt,150,2,0,,,1,28
2889301,2BD. Fast WIFI. Great location!,1291328,Josh,?,Mission,37.75349984,-122.41575,Entire home/apt,300,2,45,6/28/2016,1.74,2,4
8407031,1 Room in Apartment 5 Min from BART,9141409,Cecily,?,Mission,37.75112943,-122.4195253,Private room,125,2,0,,,1,0
2304925,Private room in the Mission in SF!,9106349,Bjorn,?,Mission,37.75239589,-122.4129407,Private room,89,5,3,12/27/2014,0.1,1,0
13655680,Private Room near Dolores Park SF Mission Noe,10568213,Brian,?,Mission,37.75501254,-122.4243812,Private room,225,1,0,,,11,360
1693167,Sunny apartment in heart of Mission,3985169,Dory,?,Mission,37.76526022,-122.4178982,Entire home/apt,250,1,7,5/1/2016,0.21,1,363
693721,Beautiful Sunny Mission Apartment,267093,Zoe,?,Mission,37.7597155,-122.4209252,Entire home/apt,500,1,45,6/29/2016,1.07,2,333
6974377,Bohemian Oasis in the Mission,4408416,Jackie,?,Mission,37.75254539,-122.4173831,Shared room,92,1,3,6/2/2016,0.24,2,365
4527553,"Gorgeous Victorian, Trendy Mission",1502207,Yaella,?,Mission,37.75418875,-122.4158975,Entire home/apt,290,2,22,6/19/2016,1.2,2,304
1928125,Sunny Mission Tropical Oasis,27439,Linda,?,Mission,37.75454377,-122.4111001,Entire home/apt,145,30,13,5/28/2016,0.41,1,66
13326226,Cozy bedroom in large Mission apartment,6911687,Ronak,?,Mission,37.75016673,-122.422042,Private room,53,2,1,6/23/2016,1,2,9
13528018,Large apartment in beautiful Mission victorian,8716833,David,?,Mission,37.75330573,-122.4165472,Entire home/apt,550,2,0,,,1,29
1972064,Sunny Studio in Mission District,9337460,Scott,?,Mission,37.75303539,-122.4180092,Entire home/apt,150,2,17,8/5/2015,0.54,1,47
6886839,Artist Retreat with Fireplace,3275513,Lauren,?,Mission,37.75569547,-122.4144864,Entire home/apt,250,4,2,7/31/2015,0.17,1,0
6526344,One bedroom in a 2/1 Mission Apt,11053358,Jared,?,Mission,37.76313806,-122.4213643,Private room,50,60,1,9/17/2015,0.1,1,1
8099186,Sunny Modern Victorian Flat,35408771,Dagmar,?,Mission,37.75480856,-122.4251935,Entire home/apt,800,5,1,9/20/2015,0.1,1,0
2193638,Adjoining 2BR in Mission Victorian,10135,Jason,?,Mission,37.76537968,-122.4145571,Private room,195,2,11,3/20/2016,0.51,6,308
11016379,Large Victorian in Noe Valley,53874497,Angela,?,Mission,37.75133595,-122.4218832,Entire home/apt,450,3,11,6/27/2016,2.39,1,323
5617847,Authentic Mission Victorian,1097730,Saana & Matt,?,Mission,37.76004109,-122.4180927,Private room,130,3,47,6/19/2016,2.99,2,303
13046879,Mission/Room in an Amazing Victorian House,6455112,Benjamin,?,Mission,37.76934513,-122.4226918,Private room,65,2,3,6/21/2016,2.2,2,39
10835029,Superbowl Special!,9172827,William,?,Mission,37.77072276,-122.4236758,Entire home/apt,450,3,0,,,1,0
5837881,Private Bedroom Close to BART ,29880928,Laura,?,Mission,37.76509547,-122.4233242,Private room,99,3,52,6/1/2016,3.47,1,0
2823227,"New! Sunny, Artsy Mission Retreat",14442698,Lee,?,Mission,37.75327024,-122.4063559,Entire home/apt,195,3,7,6/29/2016,1.21,1,238
2020393,Elegant Modern Mission Flat w/ Deck,10384796,Sandra,?,Mission,37.76952587,-122.4217808,Entire home/apt,197,4,21,6/27/2016,0.71,1,245
3036198,Co-Creative House (double room) ,6065783,Victor,?,Mission,37.75657636,-122.4174236,Shared room,49,30,3,12/10/2014,0.12,29,365
1152027,Welcome to your COZY Mission home!,1717531,Robert,?,Mission,37.75088201,-122.4069108,Entire home/apt,110,3,68,6/25/2016,1.8,4,315
5395489,Living Room in The Mish,15382709,D'Marc,?,Mission,37.74938443,-122.4185112,Private room,85,2,6,5/11/2016,0.65,2,30
9921369,Cute in Mission Dist Victorian,268433,Terra,?,Mission,37.75206557,-122.4220245,Private room,99,1,10,6/25/2016,1.61,1,13
13625214,Private Room in a 2-Bedroom Mission Apartment!,2986415,Lisa,?,Mission,37.75775645,-122.4168291,Private room,100,2,0,,,1,41
7345170,"Painted Lady-Katz House, Rm 2",7212456,Jack & Christina,?,Mission,37.75034972,-122.4245763,Private room,210,2,1,9/18/2015,0.1,3,363
3419211,Exquisite top-floor flat in Mission,1916835,Jennifer,?,Mission,37.74866918,-122.4213935,Entire home/apt,165,4,3,11/20/2015,0.13,1,0
6378495,"Oasis Sunny Vibrant Mission, loft",22434504,Chan Young,?,Mission,37.75821116,-122.4196859,Private room,99,2,44,6/23/2016,3.21,2,106
1053666,Studio with private street entrance,1572034,Neil,?,Mission,37.75697616,-122.4112585,Private room,180,3,57,6/19/2016,1.67,1,307
1961036,19th St & Valencia 2 Bedroom Flat,9740001,Cathy,?,Mission,37.75995083,-122.4217303,Entire home/apt,275,5,50,6/15/2016,1.84,1,7
10994515,Modern Mission District 1 Bedroom,6060875,Matt,?,Mission,37.76282268,-122.4186276,Entire home/apt,350,1,0,,,1,0
3953643,Restored Victorian Off Valencia St.,14273161,Kathryn,?,Mission,37.74959843,-122.4192634,Entire home/apt,425,3,9,5/30/2016,0.58,1,313
13095899,Modern Studio in the Mission - 2 blocks from BART!,10252888,Katie,?,Mission,37.76456567,-122.4220931,Entire home/apt,160,2,0,,,1,0
5821380,Mission District 2 bdr flat w/ yard,3131531,Monica,?,Mission,37.75785801,-122.4177764,Entire home/apt,200,1,25,6/26/2016,2.15,1,246
774323,Private bath/en suite! Great DoloresPk space,4085271,Jan,?,Mission,37.76022146,-122.425508,Private room,140,2,190,6/26/2016,4.42,2,41
13400226,Private Mission bedroom available!,76270003,Courtney,?,Mission,37.76408972,-122.4060278,Private room,100,7,0,,,1,0
1005642,"Near Dolores Park,comfort+location ",4085271,Jan,?,Mission,37.76202152,-122.4233468,Private room,70,2,138,6/19/2016,3.54,2,218
13282475,"24th Mission District, quiet, new remodel",6167267,Chris,?,Mission,37.75112586,-122.4230647,Entire home/apt,150,2,1,6/26/2016,1,1,19
7955738,Cute Central Room and Private Bath,3100259,Amanda,?,Mission,37.76450813,-122.4164842,Private room,90,1,9,6/6/2016,1.97,1,30
2927781,"great modern space, great location!",4562696,Charles & RenÃ©,?,Mission,37.76715056,-122.4175619,Private room,189,2,67,6/23/2016,2.55,2,343
4559621,Room steps from Valencia,9639039,Joseph,?,Mission,37.76223192,-122.421022,Private room,75,2,80,6/14/2016,4.09,2,36
8557304,Beautiful Mission District Flat,13526095,Kelli,?,Mission,37.75345967,-122.4107124,Entire home/apt,190,3,24,6/18/2016,2.7,2,302
12954602,Unique industrial feel in Mission,3384322,Gianmatteo,?,Mission,37.74971414,-122.4162278,Private room,143,2,5,6/17/2016,3.26,3,135
9219530,Private room in heart of Mission,924770,Karan,?,Mission,37.76403193,-122.4248225,Private room,75,3,3,1/3/2016,0.4,1,0
10989476,Fantastic Mission Room,72251,Kimberly,?,Mission,37.75815049,-122.4209271,Private room,175,3,0,,,1,0
5903014,Cozy1br in Perfect Mission Location,17345800,Steve,?,Mission,37.74996737,-122.4124087,Private room,89,1,78,2/8/2016,5.22,2,0
8114865,Sunny-spacious Mission apartment,34075270,Bhaskar,?,Mission,37.74964496,-122.4212794,Entire home/apt,130,10,0,,,1,0
1807012,The Green Room â€“ with private bath!,1574663,Val,?,Mission,37.75008135,-122.4184093,Private room,200,8,15,1/31/2016,0.84,2,329
13030053,Mission Victorian Near Restaurants,71995008,Ethan,?,Mission,37.75756997,-122.4106797,Entire home/apt,375,7,0,,,1,23
13734563,Private room in the popular Mission District,80373647,Jenny,?,Mission,37.76623988,-122.417781,Private room,80,5,0,,,1,19
88172,Private bedroom in Mission District,482499,Dan,?,Mission,37.75408511,-122.4092335,Private room,65,5,0,,,1,244
8541515,"Cozy Bedroom, Heart of The Mission",1472389,James,?,Mission,37.7564906,-122.4144543,Private room,90,2,5,12/31/2015,0.56,1,0
13636923,"Airbnb Favorite, Remodeled,2 Bedrooms,2 Full Baths",7630810,Michael,?,Mission,37.77016731,-122.423485,Entire home/apt,399,1,0,,,3,41
1660173,Huge Victorian Apt w/ Balcony,8797452,May,?,Mission,37.75211977,-122.4144394,Entire home/apt,195,2,137,6/24/2016,4.05,1,340
4582696,Co-creative house (triple room),6065783,Victor,?,Mission,37.75490249,-122.4155318,Shared room,45,30,3,5/31/2015,0.16,29,365
185630,Lux Zen Comfort in Perfect Location,146993,Dan,?,Mission,37.76080782,-122.4247257,Entire home/apt,450,3,0,,,1,0
9590030,Beautiful Modern Apt in the Mission,19750680,Max,?,Mission,37.74946384,-122.4102973,Private room,125,1,0,,,1,0
10742900,Cozy Private Room in The Mission,2759836,Kellie,?,Mission,37.74927392,-122.4180856,Private room,100,2,1,6/10/2016,1,1,0
988399,Modern room in the nexus of SF!,3631042,David,?,Mission,37.75134986,-122.4030675,Private room,109,1,32,6/10/2016,0.87,1,144
4582740,Co-creative house (triple room),6065783,Victor,?,Mission,37.75605151,-122.416028,Shared room,45,30,2,3/5/2015,0.12,29,355
5533015,Looky Home SF Mission 13,7206100,Gatz,?,Mission,37.75835143,-122.413041,Shared room,70,3,8,12/6/2015,0.5,37,365
5346515,Looky Home SF Mission 8,7206100,Gatz,?,Mission,37.75826889,-122.4132205,Shared room,70,30,5,9/4/2015,0.3,37,365
1163946,Private room - Mission District,1918239,Jen,?,Mission,37.76201503,-122.4186318,Private room,150,1,0,,,1,3
562311,Great View with Private Deck + Bath,2694430,Angie,?,Mission,37.76148735,-122.4087381,Private room,103,3,143,5/10/2016,2.93,2,0
5444754,Dream Urban Studio-Room,28241041,Maura,?,Mission,37.75812102,-122.4180733,Private room,105,2,22,6/14/2016,1.55,5,158
5038958,Beautifully Renovated Victorian,26011800,Jason,?,Mission,37.75446574,-122.4209953,Private room,100,1,0,,,1,0
386966,"Lovely 2FL Victorian; deck, garden",1871246,Gregory,?,Mission,37.75658265,-122.4169822,Entire home/apt,260,3,10,7/4/2015,0.21,1,9
5991817,Top Floor Mission 1BR Rooftop Views,1294366,Amanda,?,Mission,37.76900613,-122.4243251,Entire home/apt,148,3,11,6/20/2016,0.76,1,6
10900077,BEST Mission location  Dolores Park,6291714,Ava,?,Mission,37.75992964,-122.4255916,Entire home/apt,149,1,4,6/13/2016,1.18,1,9
430692,Sunny Room w/ Private Sink,2001297,Urs,?,Mission,37.75905539,-122.4076108,Private room,85,3,3,4/21/2016,0.6,2,309
7328359,Sun-filled loft just off 24th st,12625262,Ethan,?,Mission,37.74995289,-122.4040847,Private room,95,1,6,12/1/2015,0.51,1,0
7859616,Last-minute bunk bed on Treat St,23278,Zain And Duncan,?,Mission,37.75657973,-122.4131528,Shared room,45,1,4,11/5/2015,0.39,9,0
8327375,Master Bed/Bath @ Large Mission Apt,2172458,Thomas,?,Mission,37.75094653,-122.4037794,Private room,140,1,3,11/8/2015,0.32,2,0
10836000,Mission apt blocks from Bart & Muni,18599694,Sabreena,?,Mission,37.76836518,-122.4244868,Entire home/apt,1200,2,0,,,1,0
9590125,Registered historic mansion,17018577,William,?,Mission,37.75719643,-122.4236225,Private room,289,1,0,,,3,365
1937575,Spacious Sunny 2BD Mission Jewel,10024887,Deborah,?,Mission,37.75770488,-122.4084114,Entire home/apt,150,3,8,4/30/2016,0.26,2,2
4706461,Co-creative House (triple room),6065783,Victor,?,Mission,37.75513069,-122.4171693,Shared room,45,30,2,3/1/2015,0.12,29,365
9130137,"Sunny 1B apt next to BART, Valencia",545058,Pete,?,Mission,37.76108211,-122.4199874,Entire home/apt,200,1,9,6/19/2016,1.09,1,54
3665379,Private Room + Bath on Valencia St.,3553372,Private Room,?,Mission,37.76327961,-122.4218977,Private room,79,1,24,6/10/2016,1.02,11,303
102507,"Private, Authentic Mission Studio",401524,John,?,Mission,37.75030932,-122.4190227,Entire home/apt,125,3,102,5/26/2015,1.67,1,0
3018867,Heart of the Mission,15382709,D'Marc,?,Mission,37.75031119,-122.4184181,Entire home/apt,189,3,27,6/9/2016,1.07,2,3
8017936,Funky Victorian in the Mission,26825822,Justine And Sam,?,Mission,37.75021895,-122.4118269,Private room,100,1,30,6/14/2016,3.11,1,6
4706403,Co-creative House (triple room),6065783,Victor,?,Mission,37.75499054,-122.4173743,Shared room,45,30,2,8/15/2015,0.14,29,365
5328994,Looky Home SF Mission 9,7206100,Gatz,?,Mission,37.7582955,-122.4122819,Shared room,70,30,6,8/2/2015,0.36,37,365
856123,"Master Bed&Bath ensuite, Dolores PK",16382,Mark,?,Mission,37.7622065,-122.4198954,Private room,186,28,24,2/14/2016,0.69,2,163
10981467,Sunny Apartment in the Mission,12262888,Rita,?,Mission,37.77082415,-122.4228335,Entire home/apt,325,1,0,,,1,0
1970257,Classic Edwardian Home in Mission,7649665,Eoin & Susie,?,Mission,37.75114043,-122.4078588,Entire home/apt,210,5,5,4/20/2016,0.41,2,0
4624467,"GorgeousVictorian Rm, TrendyMission",1502207,Yaella,?,Mission,37.75506955,-122.4168171,Private room,169,2,8,5/17/2016,0.59,2,333
1093088,Mission/Castro one-bedroom suite,4586440,Lucas,?,Mission,37.76777714,-122.4243382,Private room,68,3,120,6/11/2016,3.17,1,216
6361956,Cozy Hideaway in Mission,8141829,Sophie,?,Mission,37.7512918,-122.4208732,Private room,75,1,2,1/1/2016,0.26,1,0
4297539,Tranquil Mission Studio with Patio,7281723,Shawna,?,Mission,37.75649112,-122.4185156,Entire home/apt,185,2,78,6/25/2016,3.71,2,104
1528659,Master Suite in Mission Arts Loft,266536,Matt,?,Mission,37.7668915,-122.4186188,Private room,200,1,22,5/27/2016,0.67,4,90
1659736,Cozy Condo in Mission Creek,5480601,Jon,?,Mission,37.7629504,-122.4066042,Entire home/apt,350,2,0,,,1,11
5355114,3 Bedroom Vacation Home,27284532,Ben,?,Mission,37.75133927,-122.4114992,Entire home/apt,450,3,1,3/26/2015,0.06,2,304
10769196,Lovely Room in Heart of Mission,1309071,Mattea,?,Mission,37.76453095,-122.4239409,Private room,70,7,0,,,1,0
9490490,Fabulous Mission Apt. Very Private,48961311,William,?,Mission,37.753852,-122.4111577,Private room,77,1,3,11/29/2015,0.4,1,0
11276421,Come Share My Private Garden Apt in Mission Dist!,58876863,Pema,?,Mission,37.76450721,-122.422749,Private room,199,1,14,6/16/2016,3.72,1,144
6115330,Sunny Room in the Mission!,28241041,Maura,?,Mission,37.7578861,-122.4177082,Private room,90,2,32,6/17/2016,2.21,5,143
8591360,"Large, private mission bedroom!!",13773934,Olivier,?,Mission,37.75381651,-122.4146223,Private room,140,1,1,10/12/2015,0.11,1,0
3391368,Magic Mission Garden Studio ,17110263,Kat,?,Mission,37.75481647,-122.4049841,Entire home/apt,145,3,55,6/18/2016,2.41,1,151
1774026,"The top of Liberty Hill, near BART",7197110,Cedric,?,Mission,37.75564583,-122.4241035,Entire home/apt,450,3,26,6/9/2016,0.79,1,107
11047356,Spacious Mission Loft next to BART,2634036,Sarah,?,Mission,37.75351179,-122.4176411,Private room,130,2,1,6/17/2016,1,1,15
496042,Cozy 1BR apartment in the Mission!,2449849,Pete & Cassius,?,Mission,37.75869295,-122.4249958,Entire home/apt,250,3,41,10/27/2015,0.83,1,360
10947458,Superbowl crashpad in a modern apt,6951083,Kathy,?,Mission,37.76877468,-122.4215943,Private room,250,1,0,,,1,0
8053481,Spacious 2BR/2BATH w/Shared Kitchen,14419919,David & Barbara,?,Mission,37.75416621,-122.4215336,Entire home/apt,200,3,4,6/20/2016,0.43,2,7
7974287,Private Bedroom in Mission,1291421,Christian,?,Mission,37.7644722,-122.418478,Private room,89,3,2,9/30/2015,0.19,1,0
5394755,"Private Room, Large House Mission",27964266,Dominic,?,Mission,37.75870167,-122.42124,Private room,125,3,40,6/13/2016,4.07,3,103
44323,Hip Inner Mission Garden Room,126975,Mary,?,Mission,37.75815232,-122.4201518,Private room,79,4,227,8/23/2015,3.17,1,182
9776134,Edwardian in the Heart of SF,1491461,Andrea,?,Mission,37.77003353,-122.4211545,Private room,85,1,1,2/12/2016,0.21,1,51
5591544,Sunny Modern Flat - Victorian Charm,587173,Chris,?,Mission,37.75445786,-122.423989,Entire home/apt,299,2,22,5/15/2016,1.41,1,338
10538985,SUPER BOWL: Great 1BR in SF Mission,2463380,Sean,?,Mission,37.75012343,-122.4213331,Entire home/apt,210,3,0,,,1,0
2183138,4BR Mission Victorian House,10135,Jason,?,Mission,37.76740964,-122.4146633,Entire home/apt,450,2,16,5/26/2016,0.54,6,276
5085892,Sunny room in Mission flat,26271551,Jake,?,Mission,37.75145428,-122.4190148,Private room,80,1,0,,,1,0
12971742,Private Room in the Mission,67368873,Arbie,?,Mission,37.75099388,-122.4058962,Private room,80,2,1,5/30/2016,0.88,1,306
2871235,Spacious Mission room near BART,137168,Mariya & Alexei,?,Mission,37.75473821,-122.4221016,Private room,130,20,0,,,1,363
13389746,A Mission Apartment,61983661,Sergio,?,Mission,37.75098284,-122.4124985,Entire home/apt,180,2,1,6/16/2016,1,1,4
4706213,Co-creative House (triple room),6065783,Victor,?,Mission,37.75617789,-122.4161303,Shared room,45,30,5,10/3/2015,0.26,29,365
937842,Casa Quixote Mission flat w/parking,2488180,Amadis And Martha,?,Mission,37.75991139,-122.4106486,Entire home/apt,200,1,142,5/15/2016,3.58,1,104
4165508,2Br 1Ba on Sunny Valencia Corridor,9999808,Matthew,?,Mission,37.75990455,-122.4201626,Entire home/apt,300,7,41,3/22/2016,2.14,2,315
6115182,Room in the Heart of the Mission!,28241041,Maura,?,Mission,37.75801549,-122.4178607,Private room,100,2,22,6/16/2016,1.55,5,142
6901615,On top of the Mission,2990391,Carla,?,Mission,37.74992245,-122.4191387,Entire home/apt,200,1,2,10/12/2015,0.18,1,303
664307,Private Room: Escape to the Mission,3355966,Geoff,?,Mission,37.75291582,-122.4187473,Private room,99,2,230,6/27/2016,4.93,2,330
8458724,Cute Apartment in Heart of Mission,2744377,Marina,?,Mission,37.76621204,-122.4209073,Entire home/apt,500,3,0,,,1,0
9525911,Private room in top Edwardian Flat,11245496,Masoud,?,Mission,37.76764528,-122.4239505,Private room,150,1,5,6/5/2016,1.08,2,357
5181913,"Cozy, convenient BR in Mission Apt",26492497,Amy,?,Mission,37.75009711,-122.4195501,Private room,84,3,10,6/26/2016,5.17,1,238
11046897,3bed/2bath Spacious flat near BART!,57327807,Kira,?,Mission,37.76110411,-122.4197422,Entire home/apt,1500,1,0,,,1,0
4582738,Co-creative House (triple room),6065783,Victor,?,Mission,37.75667902,-122.4155859,Entire home/apt,45,30,3,1/2/2016,0.2,29,302
7025922,Purrfect room in The mission,1445666,Sam,?,Mission,37.7552291,-122.4156576,Private room,97,5,1,7/12/2015,0.08,1,0
7163038,Sunlit and modern apartment in SOMA,19739829,Akhil,?,Mission,37.76911001,-122.4119345,Private room,120,1,1,7/7/2015,0.08,1,0
5007321,Share Our Big Flat: 3 BEDS for your EXCLUSIVE USE,891427,Phyllis,?,Mission,37.7656085,-122.4200594,Private room,239,2,71,6/11/2016,4.06,1,203
6336315,Edwardian Condo Centrally Located,5836827,Robert,?,Mission,37.77017333,-122.4215716,Entire home/apt,240,3,0,,,1,0
804015,Mission apartment,69334,Nathaniel,?,Mission,37.75116157,-122.4140124,Entire home/apt,130,5,13,6/2/2016,0.38,1,0
7492644,Nice Apartment right in Mission,19712385,Crystal,?,Mission,37.76573017,-122.4209976,Private room,158,7,1,8/16/2015,0.09,1,0
12796052,Luxury Mission Condo,22537583,Anna,?,Mission,37.75458204,-122.4079321,Private room,120,1,0,,,2,0
4767863,Valencia Street Loft,24597521,Debbie,?,Mission,37.76036125,-122.423686,Entire home/apt,365,1,8,6/22/2016,2.64,1,310
12255334,Modern bright Mission Dolores apt,117615,Christina,?,Mission,37.76766435,-122.4245913,Entire home/apt,220,2,4,6/18/2016,1.56,1,3
9471413,Renovated Mission-Dolores Flat,3964836,Sarah,?,Mission,37.76066624,-122.4246374,Entire home/apt,250,4,1,3/13/2016,0.27,1,1
11045563,Large Room + Private Bath Room,22652641,Michael,?,Mission,37.76820592,-122.4184223,Private room,200,1,0,,,2,0
4616040,Recent Remodeled Garden Studio Home,10162964,Shelley,?,Mission,37.75900265,-122.4213177,Entire home/apt,140,30,7,2/20/2016,0.39,3,315
10911819,SUPER BOWL RENTAL - One LG Bedroom,56370001,(EMAIL HIDDEN),?,Mission,37.75829873,-122.4125742,Private room,249,3,0,,,1,90
13156409,Cozy room in the Mission,24090518,Nicolas,?,Mission,37.7540608,-122.4084906,Private room,71,1,1,6/3/2016,1,1,0
